Recv_Pkts,Name,Recv_Bytes,Sent_Bytes,Sent_Pkts,Time
161907,BD-3-5,242861921,264276229,176184,06/09/18 9:36:14
145573,BD-3-6,218360825,242930609,161953,06/09/18 9:36:14
161770,BD-4-6,242656031,266618838,177745,06/09/18 9:36:14
171619,BD-5-6,257429016,226184802,150789,06/09/18 9:36:14
166075,BD-1-2,249113194,252746840,168497,06/09/18 9:36:19
173779,BD-1-3,260669716,217763786,145175,06/09/18 9:36:19
177027,BD-1-4,265540645,227310443,151540,06/09/18 9:36:19
170615,BD-1-5,255923932,226666620,151111,06/09/18 9:36:19
176636,BD-1-6,264955402,253907648,169271,06/09/18 9:36:19
160753,BD-2-4,241129742,250488077,166992,06/09/18 9:36:19
150353,BD-2-6,225529745,270349511,180233,06/09/18 9:36:19
144217,BD-3-5,216326951,237485669,158323,06/09/18 9:36:19
174148,BD-3-6,261223120,230463874,153642,06/09/18 9:36:19
155486,BD-4-6,233229732,219699190,146466,06/09/18 9:36:19
143832,BD-5-6,215749290,270815826,180543,06/09/18 9:36:19
159670,BD-1-2,239505827,232456929,154971,06/09/18 9:36:24
151577,BD-1-3,227366667,237033431,158022,06/09/18 9:36:24
153925,BD-1-4,230887929,216528148,144352,06/09/18 9:36:24
168423,BD-1-5,252635895,270090856,180060,06/09/18 9:36:24
179421,BD-1-6,269131901,255603833,170402,06/09/18 9:36:24
163105,BD-2-4,244658456,258454800,172303,06/09/18 9:36:24
165861,BD-2-6,248791991,233623739,155749,06/09/18 9:36:24
151562,BD-3-5,227344317,259404437,172936,06/09/18 9:36:24
165406,BD-3-6,248109738,247557330,165038,06/09/18 9:36:24
154723,BD-4-6,232085203,229535546,153023,06/09/18 9:36:24
142674,BD-5-6,214011826,254071839,169381,06/09/18 9:36:24
145890,BD-1-2,218836160,232271816,154847,06/09/18 9:36:29
167278,BD-1-3,250918466,255333364,170222,06/09/18 9:36:29
144243,BD-1-4,216365300,250046264,166697,06/09/18 9:36:29
143384,BD-1-5,215076485,215322954,143548,06/09/18 9:36:29
181426,BD-1-6,272139392,252597695,168398,06/09/18 9:36:29
165500,BD-2-4,248251397,237595168,158396,06/09/18 9:36:29
154293,BD-2-6,231440365,258719489,172479,06/09/18 9:36:29
162196,BD-3-5,243294932,232650900,155100,06/09/18 9:36:29
173817,BD-3-6,260725539,235778882,157185,06/09/18 9:36:29
174935,BD-4-6,262402659,249935215,166623,06/09/18 9:36:29
173752,BD-5-6,260628762,272538121,181692,06/09/18 9:36:29
155053,BD-1-2,232579738,253244181,168829,06/09/18 9:36:34
163084,BD-1-3,244626890,266177287,177451,06/09/18 9:36:34
149832,BD-1-4,224749221,223414727,148943,06/09/18 9:36:34
160674,BD-1-5,241012294,224796897,149864,06/09/18 9:36:34
155342,BD-1-6,233014243,238475852,158983,06/09/18 9:36:34
177397,BD-2-4,266095557,222439752,148293,06/09/18 9:36:34
150534,BD-2-6,225801032,256273257,170848,06/09/18 9:36:34
167936,BD-3-5,251905429,256063853,170709,06/09/18 9:36:34
172777,BD-3-6,259166830,228681645,152454,06/09/18 9:36:34
161546,BD-4-6,242319119,222766399,148510,06/09/18 9:36:34
172876,BD-5-6,259315007,221409686,147606,06/09/18 9:36:34
147818,BD-1-2,221727766,238272233,158848,06/09/18 9:36:39
177410,BD-1-3,266116170,213661677,142441,06/09/18 9:36:39
154219,BD-1-4,231328636,235526123,157017,06/09/18 9:36:39
170045,BD-1-5,255068540,236106935,157404,06/09/18 9:36:39
167688,BD-1-6,251532817,226234717,150823,06/09/18 9:36:39
166880,BD-2-4,250320640,249614800,166409,06/09/18 9:36:39
177853,BD-2-6,266780043,241063063,160708,06/09/18 9:36:39
159188,BD-3-5,238782342,247156907,164771,06/09/18 9:36:39
156920,BD-3-6,235380326,255955686,170637,06/09/18 9:36:39
147161,BD-4-6,220742182,213739648,142493,06/09/18 9:36:39
152741,BD-5-6,229112903,264259673,176173,06/09/18 9:36:39
177247,BD-1-2,265871931,209742116,139828,06/09/18 9:36:44
179814,BD-1-3,269721030,226356762,150904,06/09/18 9:36:44
149723,BD-1-4,224585271,217558016,145038,06/09/18 9:36:44
144671,BD-1-5,217006516,214795898,143197,06/09/18 9:36:44
144368,BD-1-6,216553247,234320498,156213,06/09/18 9:36:44
173748,BD-2-4,260622075,217312052,144874,06/09/18 9:36:44
144179,BD-2-6,216269702,218089612,145393,06/09/18 9:36:44
181485,BD-3-5,272228697,227985099,151990,06/09/18 9:36:44
174428,BD-3-6,261642742,246564705,164376,06/09/18 9:36:44
152044,BD-4-6,228067499,237705137,158470,06/09/18 9:36:44
151170,BD-5-6,226755557,214690434,143126,06/09/18 9:36:44
178019,BD-1-2,267029143,231733216,154488,06/09/18 9:36:49
141392,BD-1-3,212088490,262386000,174924,06/09/18 9:36:49
144354,BD-1-4,216531272,224506689,149671,06/09/18 9:36:49
173632,BD-1-5,260448349,234854816,156569,06/09/18 9:36:49
142891,BD-1-6,214336694,215578267,143718,06/09/18 9:36:49
162316,BD-2-4,243474162,228391041,152260,06/09/18 9:36:49
174638,BD-2-6,261958228,226302897,150868,06/09/18 9:36:49
147159,BD-3-5,220738643,259964849,173309,06/09/18 9:36:49
172641,BD-3-6,258961787,221558157,147705,06/09/18 9:36:49
177480,BD-4-6,266220069,217497703,144998,06/09/18 9:36:49
140871,BD-5-6,211307693,232084666,154723,06/09/18 9:36:49
140806,BD-1-2,211209629,235299843,156866,06/09/18 9:36:54
155086,BD-1-3,232629031,221705315,147803,06/09/18 9:36:54
152542,BD-1-4,228813225,214406244,142937,06/09/18 9:36:54
170002,BD-1-5,255004169,220197009,146798,06/09/18 9:36:54
154205,BD-1-6,231307894,242101533,161401,06/09/18 9:36:54
145047,BD-2-4,217570644,260630698,173753,06/09/18 9:36:54
156735,BD-2-6,235103014,266885952,177923,06/09/18 9:36:54
177964,BD-3-5,266946516,267879649,178586,06/09/18 9:36:54
160571,BD-3-6,240856710,232628249,155085,06/09/18 9:36:54
150833,BD-4-6,226249810,265060023,176706,06/09/18 9:36:54
140242,BD-5-6,210363085,261034481,174022,06/09/18 9:36:54
176230,BD-1-2,264345945,235874236,157249,06/09/18 9:36:59
178397,BD-1-3,267596840,254907492,169938,06/09/18 9:36:59
155802,BD-1-4,233703597,254616029,169744,06/09/18 9:36:59
174328,BD-1-5,261492237,216656660,144437,06/09/18 9:36:59
158137,BD-1-6,237206397,245138443,163425,06/09/18 9:36:59
171884,BD-2-4,257827373,235369486,156912,06/09/18 9:36:59
179703,BD-2-6,269554711,231712971,154475,06/09/18 9:36:59
157056,BD-3-5,235584962,221298832,147532,06/09/18 9:36:59
143190,BD-3-6,214785839,225667754,150445,06/09/18 9:36:59
179604,BD-4-6,269407498,221464848,147643,06/09/18 9:36:59
176797,BD-5-6,265196304,220921923,147281,06/09/18 9:36:59
168580,BD-1-2,252870768,230905256,153936,06/09/18 9:37:04
143617,BD-1-3,215426354,219514135,146342,06/09/18 9:37:04
145731,BD-1-4,218597467,229671373,153114,06/09/18 9:37:04
173225,BD-1-5,259838498,226111267,150740,06/09/18 9:37:04
176345,BD-1-6,264518475,210377567,140251,06/09/18 9:37:04
158033,BD-2-4,237050826,246420035,164280,06/09/18 9:37:04
158095,BD-2-6,237143114,268402739,178935,06/09/18 9:37:04
169209,BD-3-5,253814247,254525254,169683,06/09/18 9:37:04
157924,BD-3-6,236887338,261453454,174302,06/09/18 9:37:04
177795,BD-4-6,266693785,227549360,151699,06/09/18 9:37:04
175030,BD-5-6,262545854,271641103,181094,06/09/18 9:37:04
172143,BD-1-2,258215675,221660629,147773,06/09/18 9:37:09
140359,BD-1-3,210539409,212519855,141679,06/09/18 9:37:09
170772,BD-1-4,256159278,255239198,170159,06/09/18 9:37:09
154104,BD-1-5,231156257,239994684,159996,06/09/18 9:37:09
140602,BD-1-6,210904489,230936481,153957,06/09/18 9:37:09
149184,BD-2-4,223777007,256088510,170725,06/09/18 9:37:09
166388,BD-2-6,249583143,253898225,169265,06/09/18 9:37:09
142486,BD-3-5,213729890,219548540,146365,06/09/18 9:37:09
142158,BD-3-6,213237501,213922639,142615,06/09/18 9:37:09
150396,BD-4-6,225594937,228985289,152656,06/09/18 9:37:09
140137,BD-5-6,210206605,220746498,147164,06/09/18 9:37:09
153077,BD-1-2,229615839,262414865,174943,06/09/18 9:37:14
174566,BD-1-3,261849310,255416794,170277,06/09/18 9:37:14
141266,BD-1-4,211899135,263914327,175942,06/09/18 9:37:14
164960,BD-1-5,247440510,234467154,156311,06/09/18 9:37:14
160096,BD-1-6,240144654,219100819,146067,06/09/18 9:37:14
158347,BD-2-4,237521571,236112837,157408,06/09/18 9:37:14
146072,BD-2-6,219109045,243819297,162546,06/09/18 9:37:14
170671,BD-3-5,256007949,231013418,154008,06/09/18 9:37:14
144734,BD-3-6,217101168,237780352,158520,06/09/18 9:37:14
162970,BD-4-6,244455898,230572318,153714,06/09/18 9:37:14
146577,BD-5-6,219866859,234162316,156108,06/09/18 9:37:14
165018,BD-1-2,247528364,230892199,153928,06/09/18 9:37:19
153427,BD-1-3,230140876,263628717,175752,06/09/18 9:37:19
145475,BD-1-4,218213118,221478375,147652,06/09/18 9:37:19
155677,BD-1-5,233516954,232553179,155035,06/09/18 9:37:19
154983,BD-1-6,232475764,228744499,152496,06/09/18 9:37:19
155151,BD-2-4,232727171,250832785,167221,06/09/18 9:37:19
149541,BD-2-6,224311525,268856451,179237,06/09/18 9:37:19
150847,BD-3-5,226270929,258736417,172490,06/09/18 9:37:19
150060,BD-3-6,225090853,234305030,156203,06/09/18 9:37:19
173220,BD-4-6,259830646,263604736,175736,06/09/18 9:37:19
173396,BD-5-6,260094766,265414189,176942,06/09/18 9:37:19
152144,BD-1-2,228216288,267475107,178316,06/09/18 9:37:24
154149,BD-1-3,231224876,258036798,172024,06/09/18 9:37:24
166002,BD-1-4,249003438,226374732,150916,06/09/18 9:37:24
165946,BD-1-5,248920232,247225925,164817,06/09/18 9:37:24
158606,BD-1-6,237909882,223327982,148885,06/09/18 9:37:24
153565,BD-2-4,230348298,253569442,169046,06/09/18 9:37:24
162092,BD-2-6,243139490,258509070,172339,06/09/18 9:37:24
171187,BD-3-5,256780716,236197138,157464,06/09/18 9:37:24
140706,BD-3-6,211060147,209776714,139851,06/09/18 9:37:24
160925,BD-4-6,241388475,212492623,141661,06/09/18 9:37:24
173121,BD-5-6,259682118,217540127,145026,06/09/18 9:37:24
159756,BD-1-2,239634131,214313580,142875,06/09/18 9:37:29
177264,BD-1-3,265896816,254980245,169986,06/09/18 9:37:29
156468,BD-1-4,234703286,248818250,165878,06/09/18 9:37:29
148651,BD-1-5,222977031,234807337,156538,06/09/18 9:37:29
161315,BD-1-6,241973396,234907864,156605,06/09/18 9:37:29
174804,BD-2-4,262206250,247462930,164975,06/09/18 9:37:29
178533,BD-2-6,267800272,229944962,153296,06/09/18 9:37:29
160629,BD-3-5,240944311,212401310,141600,06/09/18 9:37:29
146170,BD-3-6,219256270,227400700,151600,06/09/18 9:37:29
150658,BD-4-6,225987832,233816627,155877,06/09/18 9:37:29
151678,BD-5-6,227517248,218938015,145958,06/09/18 9:37:29
176980,BD-1-2,265470980,227244209,151496,06/09/18 9:37:34
164992,BD-1-3,247488543,270725556,180483,06/09/18 9:37:34
180698,BD-1-4,271047420,249561195,166374,06/09/18 9:37:34
165935,BD-1-5,248903194,230753591,153835,06/09/18 9:37:34
162745,BD-1-6,244118498,216403430,144268,06/09/18 9:37:34
156360,BD-2-4,234540395,210727675,140485,06/09/18 9:37:34
175326,BD-2-6,262990399,214622853,143081,06/09/18 9:37:34
174130,BD-3-5,261196446,256223700,170815,06/09/18 9:37:34
142274,BD-3-6,213411509,249641004,166427,06/09/18 9:37:34
140535,BD-4-6,210803006,243848647,162565,06/09/18 9:37:34
179569,BD-5-6,269354888,257062906,171375,06/09/18 9:37:34
179450,BD-1-2,269175532,230016363,153344,06/09/18 9:37:39
177803,BD-1-3,266705296,238501932,159001,06/09/18 9:37:39
159568,BD-1-4,239352656,224162461,149441,06/09/18 9:37:39
166837,BD-1-5,250256354,238311010,158874,06/09/18 9:37:39
143250,BD-1-6,214875560,270200118,180133,06/09/18 9:37:39
164631,BD-2-4,246947958,270433502,180289,06/09/18 9:37:39
173206,BD-2-6,259809508,244319775,162879,06/09/18 9:37:39
153430,BD-3-5,230145995,258342277,172228,06/09/18 9:37:39
145008,BD-3-6,217512054,254481812,169654,06/09/18 9:37:39
157190,BD-4-6,235785112,251579417,167719,06/09/18 9:37:39
174647,BD-5-6,261971602,235873544,157249,06/09/18 9:37:39
175332,BD-1-2,262998641,220651825,147101,06/09/18 9:37:44
176460,BD-1-3,264690997,245467167,163644,06/09/18 9:37:44
162334,BD-1-4,243501259,218487888,145658,06/09/18 9:37:44
161848,BD-1-5,242773483,229064333,152709,06/09/18 9:37:44
139822,BD-1-6,209733563,210493482,140328,06/09/18 9:37:44
163789,BD-2-4,245684100,251646093,167764,06/09/18 9:37:44
169474,BD-2-6,254212213,271441814,180961,06/09/18 9:37:44
155238,BD-3-5,232857750,254431189,169620,06/09/18 9:37:44
151528,BD-3-6,227292844,220589277,147059,06/09/18 9:37:44
142981,BD-4-6,214471827,261198396,174132,06/09/18 9:37:44
160208,BD-5-6,240312683,254949619,169966,06/09/18 9:37:44
176020,BD-1-2,264030786,248455096,165636,06/09/18 9:37:49
155044,BD-1-3,232566079,244427995,162951,06/09/18 9:37:49
170109,BD-1-4,255164426,213486172,142324,06/09/18 9:37:49
180920,BD-1-5,271381153,267806370,178537,06/09/18 9:37:49
158073,BD-1-6,237110837,266213192,177475,06/09/18 9:37:49
171944,BD-2-4,257917428,213527956,142351,06/09/18 9:37:49
145515,BD-2-6,218273193,212507291,141671,06/09/18 9:37:49
165326,BD-3-5,247989987,272387609,181591,06/09/18 9:37:49
144379,BD-3-6,216568879,211164199,140776,06/09/18 9:37:49
155325,BD-4-6,232988681,265905463,177270,06/09/18 9:37:49
150673,BD-5-6,226009610,221658692,147772,06/09/18 9:37:49
153044,BD-1-2,229566270,251768954,167845,06/09/18 9:37:54
152668,BD-1-3,229002103,244025914,162683,06/09/18 9:37:54
179109,BD-1-4,268664286,248726941,165817,06/09/18 9:37:54
162816,BD-1-5,244225087,237366523,158244,06/09/18 9:37:54
143877,BD-1-6,215816921,221714960,147809,06/09/18 9:37:54
160154,BD-2-4,240231236,259091305,172727,06/09/18 9:37:54
163420,BD-2-6,245131046,224797520,149865,06/09/18 9:37:54
167153,BD-3-5,250730531,251860210,167906,06/09/18 9:37:54
175650,BD-3-6,263476103,259996288,173330,06/09/18 9:37:54
144200,BD-4-6,216301374,237342534,158228,06/09/18 9:37:54
178914,BD-5-6,268371217,262215005,174810,06/09/18 9:37:54
145173,BD-1-2,217760813,210595610,140397,06/09/18 9:37:59
181020,BD-1-3,271530475,213847963,142565,06/09/18 9:37:59
169286,BD-1-4,253929625,267083530,178055,06/09/18 9:37:59
178435,BD-1-5,267653499,217362556,144908,06/09/18 9:37:59
173253,BD-1-6,259880169,209756140,139837,06/09/18 9:37:59
144273,BD-2-4,216409881,238755706,159170,06/09/18 9:37:59
151474,BD-2-6,227211561,210235493,140156,06/09/18 9:37:59
156149,BD-3-5,234224543,252340092,168226,06/09/18 9:37:59
155678,BD-3-6,233517118,210638830,140425,06/09/18 9:37:59
167935,BD-4-6,251903854,210945736,140630,06/09/18 9:37:59
166229,BD-5-6,249344803,211720903,141147,06/09/18 9:37:59
148866,BD-1-2,223299914,241544607,161029,06/09/18 9:38:04
165286,BD-1-3,247929656,234036891,156024,06/09/18 9:38:04
147164,BD-1-4,220746269,253419275,168946,06/09/18 9:38:04
165852,BD-1-5,248778193,258375442,172250,06/09/18 9:38:04
165830,BD-1-6,248746398,252638129,168425,06/09/18 9:38:04
141238,BD-2-4,211857090,223173490,148782,06/09/18 9:38:04
178742,BD-2-6,268113111,261044715,174029,06/09/18 9:38:04
167877,BD-3-5,251816946,245391995,163594,06/09/18 9:38:04
150008,BD-3-6,225013472,212835337,141890,06/09/18 9:38:04
161434,BD-4-6,242151344,272405353,181603,06/09/18 9:38:04
149938,BD-5-6,224907341,257412822,171608,06/09/18 9:38:04
176638,BD-1-2,264957801,251604839,167736,06/09/18 9:38:09
169296,BD-1-3,253945172,252503954,168335,06/09/18 9:38:09
160648,BD-1-4,240972735,265887624,177258,06/09/18 9:38:09
149705,BD-1-5,224558950,262839583,175226,06/09/18 9:38:09
175676,BD-1-6,263514384,367001700,153197,06/09/18 9:38:09
151439,BD-2-4,227159641,243068504,162045,06/09/18 9:38:09
167430,BD-2-6,251145057,252508936,168339,06/09/18 9:38:09
176983,BD-3-5,265475410,213087121,142058,06/09/18 9:38:09
144380,BD-3-6,216570331,253436770,168957,06/09/18 9:38:09
165702,BD-4-6,248553738,234638059,156425,06/09/18 9:38:09
176723,BD-5-6,265085175,247166065,164777,06/09/18 9:38:09
175146,BD-1-2,262719399,246245183,164163,06/09/18 9:38:14
170146,BD-1-3,255219073,252538327,168358,06/09/18 9:38:14
168616,BD-1-4,252924034,253147000,168764,06/09/18 9:38:14
174729,BD-1-5,262094212,272304878,181536,06/09/18 9:38:14
147856,BD-1-6,221784808,248571281,165714,06/09/18 9:38:14
167560,BD-2-4,251341255,217440941,144960,06/09/18 9:38:14
169051,BD-2-6,253577875,237582640,158388,06/09/18 9:38:14
160550,BD-3-5,240826424,241698978,161132,06/09/18 9:38:14
170035,BD-3-6,255053237,217963910,145309,06/09/18 9:38:14
168276,BD-4-6,252414281,226272811,150848,06/09/18 9:38:14
141506,BD-5-6,212259179,249918357,166612,06/09/18 9:38:14
159405,BD-1-2,239107910,215064647,143376,06/09/18 9:38:19
175069,BD-1-3,262604411,227679268,151786,06/09/18 9:38:19
169005,BD-1-4,253508929,239521552,159681,06/09/18 9:38:19
156489,BD-1-5,234734155,224386707,149591,06/09/18 9:38:19
167025,BD-1-6,250538614,216894058,144596,06/09/18 9:38:19
177373,BD-2-4,266060458,222552176,148368,06/09/18 9:38:19
159265,BD-2-6,238897504,249804620,166536,06/09/18 9:38:19
142222,BD-3-5,213334164,240256412,160170,06/09/18 9:38:19
158826,BD-3-6,238240288,214844141,143229,06/09/18 9:38:19
160554,BD-4-6,240831575,212581550,141721,06/09/18 9:38:19
176943,BD-5-6,265415767,255435445,170290,06/09/18 9:38:19
157749,BD-1-2,236623752,211060953,140707,06/09/18 9:38:24
160159,BD-1-3,240238907,221339077,147559,06/09/18 9:38:24
146760,BD-1-4,220141311,250730110,167153,06/09/18 9:38:24
174079,BD-1-5,261118519,246085834,164057,06/09/18 9:38:24
157793,BD-1-6,236690981,235428506,156952,06/09/18 9:38:24
151360,BD-2-4,227040755,238268142,158845,06/09/18 9:38:24
144845,BD-2-6,217267973,271026470,180684,06/09/18 9:38:24
172456,BD-3-5,258684823,263182884,175455,06/09/18 9:38:24
154284,BD-3-6,231426993,270471988,180314,06/09/18 9:38:24
154997,BD-4-6,232495678,218757319,145838,06/09/18 9:38:24
155682,BD-5-6,233523713,219755353,146503,06/09/18 9:38:24
153150,BD-1-2,229725830,225293422,150195,06/09/18 9:38:29
144610,BD-1-3,216915465,224527057,149684,06/09/18 9:38:29
156222,BD-1-4,234333733,235666337,157110,06/09/18 9:38:29
149827,BD-1-5,224740989,252704429,168469,06/09/18 9:38:29
143036,BD-1-6,214555144,215609403,143739,06/09/18 9:38:29
173645,BD-2-4,260467591,241308868,160872,06/09/18 9:38:29
145644,BD-2-6,218466287,221837058,147891,06/09/18 9:38:29
164694,BD-3-5,247042024,261770781,174513,06/09/18 9:38:29
153925,BD-3-6,230888002,256334491,170889,06/09/18 9:38:29
147630,BD-4-6,221445448,211558326,141038,06/09/18 9:38:29
171669,BD-5-6,257503736,234819027,156546,06/09/18 9:38:29
143129,BD-1-2,214694794,272563436,181708,06/09/18 9:38:34
161950,BD-1-3,242925859,264675255,176450,06/09/18 9:38:34
169042,BD-1-4,253563468,223053222,148702,06/09/18 9:38:34
171332,BD-1-5,256998836,231249319,154166,06/09/18 9:38:34
149950,BD-1-6,224925824,240890584,160593,06/09/18 9:38:34
156167,BD-2-4,234251893,210384415,140256,06/09/18 9:38:34
171829,BD-2-6,257744256,246846300,164564,06/09/18 9:38:34
158657,BD-3-5,237986636,257168123,171445,06/09/18 9:38:34
176830,BD-3-6,265245936,212342262,141561,06/09/18 9:38:34
177931,BD-4-6,266896992,217308296,144872,06/09/18 9:38:34
162101,BD-5-6,243152114,237151450,158100,06/09/18 9:38:34
180737,BD-1-2,271106605,261922294,174614,06/09/18 9:38:39
140542,BD-1-3,210814411,259957125,173304,06/09/18 9:38:39
174420,BD-1-4,261631229,228352551,152235,06/09/18 9:38:39
174988,BD-1-5,262483489,228116249,152077,06/09/18 9:38:39
141946,BD-1-6,212919531,236546331,157697,06/09/18 9:38:39
180212,BD-2-4,270318513,266012817,177341,06/09/18 9:38:39
171493,BD-2-6,257240416,218568660,145712,06/09/18 9:38:39
173783,BD-3-5,260674583,269780839,179853,06/09/18 9:38:39
141079,BD-3-6,211619177,267893307,178595,06/09/18 9:38:39
173780,BD-4-6,260670586,243658830,162439,06/09/18 9:38:39
169191,BD-5-6,253786904,264776606,176517,06/09/18 9:38:39
148635,BD-1-2,222953761,256244940,170829,06/09/18 9:38:44
150952,BD-1-3,226429120,269342507,179561,06/09/18 9:38:44
177018,BD-1-4,265527278,235716819,157144,06/09/18 9:38:44
171677,BD-1-5,257515938,268324277,178882,06/09/18 9:38:44
153107,BD-1-6,229661268,257400946,171600,06/09/18 9:38:44
154469,BD-2-4,231704883,225917029,150611,06/09/18 9:38:44
168546,BD-2-6,252819716,217586029,145057,06/09/18 9:38:44
150256,BD-3-5,225384115,218823844,145882,06/09/18 9:38:44
150259,BD-3-6,225389846,271458902,180972,06/09/18 9:38:44
152340,BD-4-6,228510164,230265270,153510,06/09/18 9:38:44
180185,BD-5-6,270278055,231856836,154571,06/09/18 9:38:44
162526,BD-1-2,243789576,262509860,175006,06/09/18 9:38:49
163102,BD-1-3,244654445,260697472,173798,06/09/18 9:38:49
162714,BD-1-4,244071540,238776547,159184,06/09/18 9:38:49
153635,BD-1-5,230453300,210492415,140328,06/09/18 9:38:49
149905,BD-1-6,224858374,249664788,166443,06/09/18 9:38:49
154620,BD-2-4,231931055,252251386,168167,06/09/18 9:38:49
179522,BD-2-6,269284350,218788792,145859,06/09/18 9:38:49
156081,BD-3-5,234121713,244307071,162871,06/09/18 9:38:49
162626,BD-3-6,243940423,231431277,154287,06/09/18 9:38:49
177082,BD-4-6,265623821,215034028,143356,06/09/18 9:38:49
156044,BD-5-6,234066496,212568291,141712,06/09/18 9:38:49
165956,BD-1-2,248935077,213097391,142064,06/09/18 9:38:54
179189,BD-1-3,268784786,219137153,146091,06/09/18 9:38:54
178040,BD-1-4,267060124,253650250,169100,06/09/18 9:38:54
153136,BD-1-5,229705480,268140843,178760,06/09/18 9:38:54
158857,BD-1-6,238286238,248971278,165980,06/09/18 9:38:54
145671,BD-2-4,218507763,209834761,139889,06/09/18 9:38:54
144543,BD-2-6,216815956,220116232,146744,06/09/18 9:38:54
145357,BD-3-5,218035598,248137605,165425,06/09/18 9:38:54
173689,BD-3-6,260534825,248978326,165985,06/09/18 9:38:54
141465,BD-4-6,212197870,259127953,172751,06/09/18 9:38:54
170916,BD-5-6,256374295,271609615,181073,06/09/18 9:38:54
148611,BD-1-2,222917294,245562469,163708,06/09/18 9:38:59
163764,BD-1-3,245646226,262762935,175175,06/09/18 9:38:59
153129,BD-1-4,229694868,245050160,163366,06/09/18 9:38:59
140439,BD-1-5,210659609,217171534,144781,06/09/18 9:38:59
155742,BD-1-6,233614356,253389555,168926,06/09/18 9:38:59
180234,BD-2-4,270351274,236783836,157855,06/09/18 9:38:59
144748,BD-2-6,217123264,268889437,179259,06/09/18 9:38:59
171951,BD-3-5,257927301,221864347,147909,06/09/18 9:38:59
142291,BD-3-6,213437022,222408835,148272,06/09/18 9:38:59
141319,BD-4-6,211979699,211086480,140724,06/09/18 9:38:59
142244,BD-5-6,213367371,229812845,153208,06/09/18 9:38:59
155688,BD-1-2,233532210,262825782,175217,06/09/18 9:39:04
169831,BD-1-3,254747147,221139253,147426,06/09/18 9:39:04
171109,BD-1-4,256664603,233373710,155582,06/09/18 9:39:04
149865,BD-1-5,224798086,247469899,164979,06/09/18 9:39:04
145240,BD-1-6,217861431,239344839,159563,06/09/18 9:39:04
140723,BD-2-4,211085751,265764311,177176,06/09/18 9:39:04
152223,BD-2-6,228335582,230382900,153588,06/09/18 9:39:04
164986,BD-3-5,247479138,234106887,156071,06/09/18 9:39:04
144147,BD-3-6,216220634,227048132,151365,06/09/18 9:39:04
145800,BD-4-6,218700979,268366747,178911,06/09/18 9:39:04
163502,BD-5-6,245253155,250983720,167322,06/09/18 9:39:04
145663,BD-1-2,218495701,242260538,161507,06/09/18 9:39:09
167802,BD-1-3,251704054,266243017,177495,06/09/18 9:39:09
179873,BD-1-4,269809579,234208706,156139,06/09/18 9:39:09
152724,BD-1-5,229086550,225993439,150662,06/09/18 9:39:09
161046,BD-1-6,241569370,256437883,170958,06/09/18 9:39:09
162600,BD-2-4,243900518,210511109,140340,06/09/18 9:39:09
146382,BD-2-6,219574404,211559967,141039,06/09/18 9:39:09
159454,BD-3-5,239181152,244474644,162983,06/09/18 9:39:09
166757,BD-3-6,250136699,211111010,140740,06/09/18 9:39:09
177980,BD-4-6,266970632,241195923,160797,06/09/18 9:39:09
142916,BD-5-6,214374902,264264726,176176,06/09/18 9:39:09
181721,BD-1-2,272582716,271618385,181078,06/09/18 9:39:14
145088,BD-1-3,217632090,260317713,173545,06/09/18 9:39:14
170252,BD-1-4,255379053,224195729,149463,06/09/18 9:39:14
158625,BD-1-5,237938648,230608152,153738,06/09/18 9:39:14
148016,BD-1-6,222024275,233247613,155498,06/09/18 9:39:14
159446,BD-2-4,239169376,260680824,173787,06/09/18 9:39:14
180866,BD-2-6,271299897,211101309,140734,06/09/18 9:39:14
169430,BD-3-5,254145606,229706647,153137,06/09/18 9:39:14
159145,BD-3-6,238718088,236882325,157921,06/09/18 9:39:14
171281,BD-4-6,256922724,252160892,168107,06/09/18 9:39:14
160687,BD-5-6,241031436,210988275,140658,06/09/18 9:39:14
176276,BD-1-2,264414987,226082295,150721,06/09/18 9:39:19
174271,BD-1-3,261407309,251882230,167921,06/09/18 9:39:19
142864,BD-1-4,214297046,249714890,166476,06/09/18 9:39:19
162893,BD-1-5,244340958,212000048,141333,06/09/18 9:39:19
173495,BD-1-6,260242607,226979478,151319,06/09/18 9:39:19
175794,BD-2-4,263691745,214265468,142843,06/09/18 9:39:19
171125,BD-2-6,256687508,251655624,167770,06/09/18 9:39:19
153027,BD-3-5,229541623,238717405,159144,06/09/18 9:39:19
165635,BD-3-6,248453537,236106272,157404,06/09/18 9:39:19
177313,BD-4-6,265970367,245030235,163353,06/09/18 9:39:19
169136,BD-5-6,253704042,249941842,166627,06/09/18 9:39:19
148978,BD-1-2,223468436,251210040,167473,06/09/18 9:39:24
181740,BD-1-3,272610731,244491342,162994,06/09/18 9:39:24
168689,BD-1-4,253034307,264773782,176515,06/09/18 9:39:24
170431,BD-1-5,255646667,236093066,157395,06/09/18 9:39:24
181591,BD-1-6,272386754,256239413,170826,06/09/18 9:39:24
153233,BD-2-4,229849736,259732100,173154,06/09/18 9:39:24
155900,BD-2-6,233851298,211554266,141036,06/09/18 9:39:24
146599,BD-3-5,219899421,253113398,168742,06/09/18 9:39:24
155485,BD-3-6,233228522,265734921,177156,06/09/18 9:39:24
148350,BD-4-6,222526217,229436031,152957,06/09/18 9:39:24
155112,BD-5-6,232668946,261263670,174175,06/09/18 9:39:24
